ID,Time,PLCCellID_CE,PLCCellIDClass_CE,BacirEchk_CE,MESSENDOUTCELLPOS,MESSENDOUTCELLID,PLCTrayID_CE,acirVP12_CE,acirRP12_CE,CellThicknessP12_CE,PLCStartTime_CE,PLCCompleteTme_CE,mOhm
1786864,2026/8/12 03:14,MW2045B57431,ANZ,NULL,18,NULL,A01597,3.24E+00,7.80E-04,18537,NULL,268,0.00084
1786863,2026/8/12 03:13,MW2044B07980,A23,NULL,6,                    ,A25205,3.24E+00,1.10E-03,18358,NULL,268,0.00075
1786862,2026/8/12 03:13,MW2044B21116,A25,NULL,8,NULL,A10009,3.24E+00,1.04E-03,18570,NULL,268,0.00088
1786861,2026/8/12 03:13,MW2045B44361,C24,NULL,24,                    ,A25205,3.24E+00,1.21E-03,18233,NULL,268,0.00032
1786860,2026/8/12 03:13,MW2044B21117,A24,NULL,7,NULL,A10009,3.24E+00,1.04E-03,18504,NULL,268,0.00002
1786859,2026/8/12 03:12,MW2045B44365,A21,NULL,4,                    ,A25205,3.24E+00,1.53E-03,18309,NULL,268,0.00057
1786858,2026/8/12 03:12,MW2044B08608,C26,NULL,26,NULL,A10009,3.24E+00,8.50E-04,18462,NULL,268,0.00045
1786857,2026/8/12 03:12,MW2044B08193,A26,NULL,9,                    ,A25205,2.96E+00,9.60E-04,18211,NULL,268,0.00088
1786856,2026/8/12 03:12,MW2044B13404,ANZ,NULL,18,NULL,A10009,3.24E+00,7.00E-04,18526,NULL,268,0.00007
1786855,2026/8/12 03:12,MW2045B44366,A22,NULL,5,                    ,A25205,3.24E+00,1.45E-03,18358,NULL,268,0.00079
1786854,2026/8/12 03:11,MW2044B07896,A24,NULL,7,NULL,A10009,3.24E+00,9.50E-04,18405,NULL,268,0.00042
1786853,2026/8/12 03:11,MW2044B08192,A26,NULL,9,                    ,A25205,2.98E+00,9.30E-04,18208,NULL,268,0.00098
1786852,2026/8/12 03:11,MW2044B07895,A25,NULL,8,NULL,A10009,3.24E+00,8.50E-04,18429,NULL,268,0.00039
1786851,2026/8/12 03:11,MW2045B4436 ,O,NULL,1,                    ,NULL,3.24E+00,1.20E-03,18221,NULL,268,0.00032
1786850,2026/8/12 03:10,MW2044B08227,A24,NULL,7,NULL,A10009,3.24E+00,8.60E-04,18422,NULL,268,0.00075
1786849,2026/8/12 03:10,MW2044B08249,A24,NULL,7,NULL,A10009,3.24E+00,1.04E-03,18487,NULL,268,0.00036
1786848,2026/8/12 03:10,MW2044B08315,ANZ,NULL,18,NULL,A10009,3.23E+00,8.00E-04,18932,NULL,268,0.00072
1786847,2026/8/12 03:09,MW2044B08250,A24,NULL,7,NULL,A10009,3.24E+00,1.14E-03,18562,NULL,268,0.00052
1786846,2026/8/12 03:09,MW2044B19174,C23,NULL,23,NULL,A10009,3.24E+00,1.07E-03,18371,NULL,268,0.00061
1786845,2026/8/12 03:08,MW2044B21061,A22,NULL,5,NULL,A10009,3.24E+00,1.00E-03,18563,NULL,268,0.00034
1786844,2026/8/12 03:08,MW2044B18543,C24,NULL,24,                    ,A25205,3.24E+00,1.13E-03,18303,NULL,268,0.00022
1786843,2026/8/12 03:08,MW2044B08578,A26,NULL,9,NULL,A19454,3.24E+00,8.30E-04,18634,NULL,268,0.00095
1786842,2026/8/12 03:08,MW2044B21044,A25,NULL,8,                    ,A25205,3.24E+00,1.53E-03,18100,NULL,268,0.00097
1786841,2026/8/12 03:07,MW2044B18542,C24,NULL,24,                    ,A25334,3.24E+00,1.15E-03,18536,NULL,268,0.00042
1786840,2026/8/12 03:07,MW2044B08542,ANZ,NULL,18,NULL,A19454,3.24E+00,7.30E-04,18503,NULL,268,0.0005
1786839,2026/8/12 03:07,MW2044B21043,A27,NULL,10,                    ,A25334,3.24E+00,1.50E-03,18156,NULL,268,0.00026
1786838,2026/8/12 03:07,MW2044B08547,C25,NULL,25,NULL,A19454,3.24E+00,8.40E-04,18528,NULL,268,0.00053
1786837,2026/8/12 03:07,MW2044B18477,C24,NULL,24,                    ,A25334,3.24E+00,1.02E-03,18338,NULL,268,0.00083
1786836,2026/8/12 03:06,MW2044B08536,ANZ,NULL,18,NULL,A19454,3.24E+00,7.10E-04,18583,NULL,268,0.00007
1786835,2026/8/12 03:06,MW2044B21060,A21,NULL,4,                    ,A25334,3.24E+00,1.12E-03,18198,NULL,268,0.00006
1786834,2026/8/12 03:06,MW2044B21066,A25,NULL,8,NULL,A19454,3.24E+00,1.08E-03,18785,NULL,268,0.00037
1786833,2026/8/12 03:06,MW2044B18541,C25,NULL,25,                    ,A25334,3.24E+00,1.01E-03,18292,NULL,268,0.00083
1786832,2026/8/12 03:05,MW2044B13493,ANZ,NULL,18,NULL,A19454,3.24E+00,7.30E-04,18624,NULL,268,0.00055
1786831,2026/8/12 03:05,MW2044B21065,A22,NULL,5,                    ,A25334,3.24E+00,1.12E-03,18309,NULL,268,0.00044
1786830,2026/8/12 03:05,MW2044B14008,C25,NULL,25,                    ,A25334,3.24E+00,8.20E-04,18392,NULL,268,0.00057
1786829,2026/8/12 03:05,MW2044B21058,ANZ,NULL,18,NULL,A19454,3.24E+00,8.00E-04,18861,NULL,268,0.00006
1786828,2026/8/12 03:05,MW2044B21064,A24,NULL,7,                    ,A25334,3.24E+00,1.11E-03,18284,NULL,268,0.00011
1786827,2026/8/12 03:04,MW2044B08545,A23,NULL,6,NULL,A19454,3.24E+00,1.05E-03,18522,NULL,268,0.00094
1786826,2026/8/12 03:04,MW2044B18475,C24,NULL,24,                    ,A25334,3.24E+00,1.01E-03,18313,NULL,268,0.00034
1786825,2026/8/12 03:04,MW2044B08549,A23,NULL,6,NULL,A19454,3.24E+00,1.09E-03,18574,NULL,268,0.00028
1786824,2026/8/12 03:04,MW2044B18474,A24,NULL,7,                    ,A25334,3.24E+00,1.05E-03,18318,NULL,268,0.00032
1786823,2026/8/12 03:04,MW2044B13676,ANZ,NULL,18,NULL,A19454,3.24E+00,7.90E-04,18511,NULL,268,0.00088
1786822,2026/8/12 03:03,MW2044B2106~,O,NULL,1,                    ,NULL,3.24E+00,1.10E-03,18237,NULL,268,0.00063
1786821,2026/8/12 03:03,MW2044B13675,ANZ,NULL,18,NULL,A19454,3.24E+00,7.80E-04,18459,NULL,268,0.00051
1786820,2026/8/12 03:03,MW2045B46760,ANZ,NULL,18,NULL,A19454,3.24E+00,7.40E-04,18642,NULL,268,0.00001
1786819,2026/8/12 03:02,MW2045B44383,A25,NULL,8,NULL,A05980,3.24E+00,1.11E-03,18691,NULL,268,0.00009
1786818,2026/8/12 03:02,MW2045B44398,A22,NULL,5,NULL,A05980,3.24E+00,1.24E-03,18679,NULL,268,0.00099
1786817,2026/8/12 03:01,MW2045B44399,C22,NULL,22,NULL,A05980,3.24E+00,1.10E-03,18796,NULL,268,0.00099
1786816,2026/8/12 03:01,MW2044B08603,A26,NULL,9,NULL,A05980,3.24E+00,9.00E-04,18566,NULL,268,0.00021
1786815,2026/8/12 03:00,MW2044B08633,A26,NULL,9,NULL,A05980,3.24E+00,9.20E-04,18441,NULL,268,0.00041
1786814,2026/8/12 03:00,MW2044B08602,ANZ,NULL,18,NULL,A05980,3.24E+00,7.20E-04,18634,NULL,268,0.0005
1786813,2026/8/12 02:59,MW2044B08634,A26,NULL,9,NULL,A05980,3.24E+00,9.20E-04,18469,NULL,268,0.00082
1786812,2026/8/12 02:59,MW2044B08632,A25,NULL,8,NULL,A05980,3.24E+00,9.10E-04,18421,NULL,268,0.00094
1786811,2026/8/12 02:59,MW2044B21113,A23,NULL,6,NULL,A05980,3.24E+00,1.17E-03,18552,NULL,268,0.00045
1786810,2026/8/12 02:58,MW2044B08631,A25,NULL,8,NULL,A05980,3.24E+00,9.50E-04,18444,NULL,268,0.00046
1786809,2026/8/12 02:58,MW2044B21115,A23,NULL,6,NULL,A05980,3.24E+00,1.17E-03,18571,NULL,268,0.00014
1786808,2026/8/12 02:57,MW2044B08570,CHH,NULL,20,NULL,A05980,3.23E+00,8.30E-04,18505,NULL,268,0.00014
1786807,2026/8/12 02:57,MW2044B18473,C25,NULL,25,                    ,A25334,3.24E+00,1.11E-03,18299,NULL,268,0.00054
1786806,2026/8/12 02:57,MW2044B08198,A26,NULL,9,NULL,A03456,3.24E+00,9.50E-04,18439,NULL,268,0.00016
1786805,2026/8/12 02:57,MW2044B08151,A21,NULL,4,                    ,A03755,3.24E+00,1.08E-03,18391,NULL,268,0.0008
1786804,2026/8/12 02:56,MW2044B08599,A26,NULL,9,NULL,A03456,3.24E+00,9.20E-04,18641,NULL,268,0.00057
1786803,2026/8/12 02:56,MW2044B08228,A26,NULL,9,                    ,A03755,3.24E+00,9.70E-04,18347,NULL,268,0.0007
1786802,2026/8/12 02:56,MW2044B08197,A27,NULL,10,NULL,A03456,3.24E+00,9.20E-04,18386,NULL,268,0.00025
1786801,2026/8/12 02:56,MW2044B08229,A26,NULL,9,                    ,A03755,3.24E+00,8.90E-04,18422,NULL,268,0.00065
1786800,2026/8/12 02:55,MW2044B21109,A22,NULL,5,NULL,A03456,3.24E+00,9.70E-04,18716,NULL,268,0.00047
1786799,2026/8/12 02:55,MW2044B08230,A26,NULL,9,                    ,A03755,3.24E+00,9.00E-04,18315,NULL,268,0.00037
1786798,2026/8/12 02:55,MW2044B08200,A26,NULL,9,NULL,A03456,2.95E+00,8.40E-04,18285,NULL,268,0.00002
1786797,2026/8/12 02:55,MW2044B08243,C24,NULL,24,                    ,A03755,3.24E+00,9.30E-04,18393,NULL,268,0.00026
1786796,2026/8/12 02:55,MW2044B08231,A26,NULL,9,                    ,A03755,3.24E+00,8.90E-04,18437,NULL,268,0.00043
1786795,2026/8/12 02:55,MW2044B07890,A24,NULL,7,NULL,A03456,3.24E+00,1.00E-03,18517,NULL,268,0.00057
1786794,2026/8/12 02:54,MW2044B08242,A22,NULL,5,                    ,A03755,3.24E+00,1.08E-03,18522,NULL,268,0.0003
1786793,2026/8/12 02:54,MW2044B18544,C25,NULL,25,NULL,A03456,3.24E+00,1.00E-03,18639,NULL,268,0.0007
1786792,2026/8/12 02:54,MW2044B08630,A25,NULL,8,                    ,A03755,3.24E+00,1.09E-03,18448,NULL,268,0.00096
1786791,2026/8/12 02:54,MW2044B07889,A24,NULL,7,NULL,A03456,3.24E+00,1.00E-03,18467,NULL,268,0.00029
1786790,2026/8/12 02:53,MW2044B08453,A23,NULL,6,                    ,A03755,3.24E+00,9.50E-04,18307,NULL,268,0.00016
1786789,2026/8/12 02:53,MW2044B07993,A24,NULL,7,NULL,A03456,3.24E+00,8.70E-04,18612,NULL,268,0.00009
1786788,2026/8/12 02:53,MW2044B08454,A24,NULL,7,                    ,A03755,3.24E+00,1.11E-03,18509,NULL,268,0.00028
1786787,2026/8/12 02:53,MW2044B07992,A24,NULL,7,NULL,A03456,3.24E+00,8.70E-04,18515,NULL,268,0.00016
1786786,2026/8/12 02:53,MW2044B08455,A24,NULL,7,                    ,A03755,3.24E+00,1.17E-03,18445,NULL,268,0.00038
1786785,2026/8/12 02:52,MW2044B08618,A25,NULL,8,NULL,A03456,3.24E+00,9.30E-04,18564,NULL,268,0.00025
1786784,2026/8/12 02:52,MW2044B08456,A25,NULL,8,                    ,A03755,3.24E+00,8.30E-04,18456,NULL,268,0.00009
1786783,2026/8/12 02:52,MW2044B08617,A25,NULL,8,NULL,A03456,3.24E+00,9.50E-04,18419,NULL,268,0.00017
1786782,2026/8/12 02:52,MW2044B22119,A25,NULL,8,                    ,A04445,3.24E+00,8.20E-04,18422,NULL,268,0.00069
1786781,2026/8/12 02:51,MW2044B08269,A22,NULL,5,NULL,A14934,3.24E+00,1.00E-03,18595,NULL,268,0.00032
1786780,2026/8/12 02:51,MW2045B48140,A26,NULL,9,                    ,A04445,3.24E+00,8.90E-04,18273,NULL,268,0.00028
1786779,2026/8/12 02:51,MW2044B08268,A22,NULL,5,NULL,A14934,3.24E+00,9.70E-04,18500,NULL,268,0.00012
1786778,2026/8/12 02:51,MW2044B16324,A26,NULL,9,                    ,A04445,3.25E+00,8.60E-04,18442,NULL,268,0.00012
1786777,2026/8/12 02:51,MW2045B48931,A25,NULL,8,                    ,A04445,3.24E+00,8.20E-04,18339,NULL,268,0.00004
1786776,2026/8/12 02:50,MW2044B11509,A25,NULL,8,NULL,A14934,3.24E+00,8.90E-04,18474,NULL,268,0.0009
1786775,2026/8/12 02:50,MW2045B48932,A26,NULL,9,                    ,A04445,3.24E+00,8.50E-04,18173,NULL,268,0.00011
1786774,2026/8/12 02:50,MW2044B08616,C24,NULL,24,NULL,A14934,3.24E+00,9.50E-04,18470,NULL,268,0.00006
1786773,2026/8/12 02:50,MW2045B47628,A27,NULL,10,                    ,A04445,3.24E+00,8.30E-04,18200,NULL,268,0.00059
1786772,2026/8/12 02:50,MW2044B08619,A25,NULL,8,NULL,A14934,3.24E+00,9.10E-04,18483,NULL,268,0.00063
1786771,2026/8/12 02:49,MW2045B47682,A25,NULL,8,                    ,A04445,3.24E+00,8.40E-04,18088,NULL,268,0.00037
1786770,2026/8/12 02:49,MW2044B21055,A21,NULL,4,NULL,A14934,3.24E+00,9.30E-04,18752,NULL,268,0.00094
1786769,2026/8/12 02:49,MW2045B47633,A26,NULL,9,                    ,A04445,3.24E+00,8.20E-04,18255,NULL,268,0.00077
1786768,2026/8/12 02:49,MW2044B07891,A24,NULL,7,NULL,A14934,3.24E+00,8.70E-04,18373,NULL,268,0.00069
1786767,2026/8/12 02:49,MW2045B47630,A26,NULL,9,                    ,A04445,3.24E+00,9.10E-04,18211,NULL,268,0.00008
1786766,2026/8/12 02:48,MW2044B08201,A23,NULL,6,NULL,A14934,3.24E+00,9.40E-04,18394,NULL,268,0.00095
1786765,2026/8/12 02:48,MW2044B07893,A24,NULL,7,NULL,A14934,3.24E+00,8.50E-04,18484,NULL,268,0.0007
1786764,2026/8/12 02:47,MW2044B08196,A24,NULL,7,NULL,A14934,3.24E+00,8.90E-04,18344,NULL,268,0.0002
1786763,2026/8/12 02:47,MW2044B07892,A24,NULL,7,NULL,A14934,3.24E+00,9.10E-04,18405,NULL,268,0.00066
1786762,2026/8/12 02:47,MW2045B57272,A25,NULL,8,                    ,A04445,3.24E+00,8.60E-04,18265,NULL,268,0.00001
1786761,2026/8/12 02:46,MW2044B08199,A22,NULL,5,NULL,A14934,3.24E+00,9.50E-04,18292,NULL,268,0.00032
1786760,2026/8/12 02:46,MW2045B57269,A26,NULL,9,                    ,A04445,3.24E+00,8.30E-04,18307,NULL,268,0.00088
1786759,2026/8/12 02:46,MW2044B08576,ANZ,NULL,18,NULL,A11184,3.24E+00,7.50E-04,18499,NULL,268,0.00012
1786758,2026/8/12 02:45,MW2044B08564,C23,NULL,23,NULL,A11184,3.24E+00,1.04E-03,18455,NULL,268,0.00042
1786757,2026/8/12 02:45,MW2045B55940,A26,NULL,9,                    ,A04445,3.24E+00,8.50E-04,18407,NULL,268,0.00092
1786756,2026/8/12 02:44,MW2044B08565,C25,NULL,25,NULL,A11184,3.24E+00,8.40E-04,18497,NULL,268,0.00025
1786755,2026/8/12 02:44,MW2044B08221,C25,NULL,25,                    ,A01914,3.24E+00,9.70E-04,18167,NULL,268,0.00083
1786754,2026/8/12 02:44,MW2044B08222,C24,NULL,24,                    ,A01914,3.24E+00,1.06E-03,18224,NULL,268,0.00002
1786753,2026/8/12 02:44,MW2044B07898,A23,NULL,6,NULL,A11184,3.24E+00,9.30E-04,18411,NULL,268,0.00078
1786752,2026/8/12 02:44,MW2044B08239,C26,NULL,26,                    ,A01914,3.24E+00,8.10E-04,18344,NULL,268,0.0005
1786751,2026/8/12 02:43,MW2044B13415,A26,NULL,9,NULL,A11184,3.24E+00,8.30E-04,18546,NULL,268,0.0007
1786750,2026/8/12 02:43,MW2044B08240,C24,NULL,24,                    ,A01914,3.24E+00,9.40E-04,18384,NULL,268,0.00085
1786749,2026/8/12 02:43,MW2044B13416,A26,NULL,9,NULL,A11184,3.24E+00,8.20E-04,18658,NULL,268,0.00094
1786748,2026/8/12 02:41,MW2044B08241,A26,NULL,9,                    ,A01914,3.24E+00,8.40E-04,18373,NULL,268,0.0004
1786747,2026/8/12 02:41,MW2044B08097,A23,NULL,6,NULL,A11184,3.24E+00,1.00E-03,18443,NULL,268,0.00004
1786746,2026/8/12 02:40,MW2044B20975,A24,NULL,7,                    ,A01914,3.24E+00,1.14E-03,18369,NULL,268,0.0003
1786745,2026/8/12 02:40,MW2044B08098,A23,NULL,6,NULL,A11184,3.24E+00,1.00E-03,18389,NULL,268,0.00014
1786744,2026/8/12 02:40,MW2044B08234,A24,NULL,7,                    ,A01914,3.24E+00,9.10E-04,18446,NULL,268,0.00025
1786743,2026/8/12 02:40,MW2044B08096,A23,NULL,6,NULL,A11184,3.24E+00,9.70E-04,18391,NULL,268,0.0008
1786742,2026/8/12 02:40,MW2044B07998,A22,NULL,5,                    ,A01914,3.24E+00,1.01E-03,18414,NULL,268,0.00075
1786741,2026/8/12 02:39,MW2044B08099,C23,NULL,23,NULL,A11184,3.24E+00,9.90E-04,18429,NULL,268,0.00011
1786740,2026/8/12 02:39,MW2044B08251,A23,NULL,6,                    ,A01914,3.24E+00,1.28E-03,18454,NULL,268,0.00004
1786739,2026/8/12 02:39,MW2044B08076,A24,NULL,7,NULL,A11184,3.24E+00,9.30E-04,18497,NULL,268,0.00047
1786738,2026/8/12 02:39,MW2044B07937,A24,NULL,7,                    ,A01914,3.24E+00,1.11E-03,18235,NULL,268,0.00027
1786737,2026/8/12 02:38,MW2044B08041,A25,NULL,8,NULL,A11184,3.24E+00,9.90E-04,18458,NULL,268,0.00078
1786736,2026/8/12 02:38,MW2044B08012,A24,NULL,7,                    ,A01914,3.24E+00,1.04E-03,18408,NULL,268,0.00035
1786735,2026/8/12 02:38,MW2044B07955,A23,NULL,6,NULL,A15557,3.24E+00,9.70E-04,18572,NULL,268,0.00088
1786734,2026/8/12 02:36,MW2044B08021,A24,NULL,7,                    ,A01914,3.24E+00,1.03E-03,18270,NULL,268,0.00095
1786733,2026/8/12 02:36,MW2044B13710,A25,NULL,8,NULL,A15557,3.24E+00,8.40E-04,18603,NULL,268,0.00071
1786732,2026/8/12 02:36,MW2045B57409,A25,NULL,8,                    ,A02137,3.23E+00,1.02E-03,18376,NULL,268,0.00061
1786731,2026/8/12 02:36,MW2044B07954,A24,NULL,7,NULL,A15557,3.24E+00,9.70E-04,18260,NULL,268,0.00063
1786730,2026/8/12 02:35,MW2017B07113,A22,NULL,5,                    ,A02137,3.22E+00,9.40E-04,18163,NULL,268,0.00012
1786729,2026/8/12 02:35,MW2044B07953,A24,NULL,7,NULL,A15557,3.24E+00,9.10E-04,18514,NULL,268,0.00063
1786728,2026/8/12 02:35,MW2045B57408,A25,NULL,8,                    ,A02137,3.24E+00,1.02E-03,18351,NULL,268,0.00016
1786727,2026/8/12 02:35,MW2044B07952,C24,NULL,24,NULL,A15557,3.24E+00,9.40E-04,18666,NULL,268,0.00025
1786726,2026/8/12 02:34,MW2045B55740,A27,NULL,10,                    ,A02137,3.24E+00,8.40E-04,18394,NULL,268,0.00069
1786725,2026/8/12 02:34,MW2044B08232,ANZ,NULL,18,NULL,A15557,3.24E+00,7.90E-04,18524,NULL,268,0.00066
1786724,2026/8/12 02:34,MW2045B55750,A27,NULL,10,                    ,A02137,3.24E+00,8.20E-04,18349,NULL,268,0.00045
1786723,2026/8/12 02:34,MW2044B08194,A25,NULL,8,NULL,A15557,3.24E+00,8.70E-04,18389,NULL,268,0.00042
1786722,2026/8/12 02:34,MW2045B55761,B26,NULL,16,                    ,A02137,3.24E+00,8.40E-04,18323,NULL,268,0.00074
1786721,2026/8/12 02:33,MW2044B08095,A23,NULL,6,NULL,A15557,3.24E+00,9.80E-04,18599,NULL,268,0.00074
1786720,2026/8/12 02:33,MW2045B57391,A26,NULL,9,                    ,A02137,3.24E+00,1.06E-03,18323,NULL,268,0.00015
1786719,2026/8/12 02:33,MW2044B08094,A23,NULL,6,NULL,A15557,3.24E+00,9.20E-04,18595,NULL,268,0.00079
1786718,2026/8/12 02:33,MW2045B55794,A26,NULL,9,                    ,A02137,3.24E+00,8.20E-04,18188,NULL,268,0.00041
1786717,2026/8/12 02:32,MW2044B08093,A22,NULL,5,NULL,A15557,3.24E+00,1.07E-03,18578,NULL,268,0.00036
1786716,2026/8/12 02:32,MW2045B55799,B26,NULL,16,                    ,A02137,3.24E+00,8.30E-04,18388,NULL,268,0.00012
1786715,2026/8/12 02:32,MW2044B08092,B22,NULL,12,NULL,A15557,3.24E+00,1.15E-03,18852,NULL,268,0.00071
1786714,2026/8/12 02:32,MW2045B55805,A26,NULL,9,                    ,A02137,3.24E+00,8.60E-04,18260,NULL,268,0.00062
1786713,2026/8/12 02:32,MW2045B55798,A26,NULL,9,                    ,A02137,3.24E+00,8.80E-04,18182,NULL,268,0.00054
1786712,2026/8/12 02:31,MW2044B08091,A21,NULL,4,NULL,A15557,3.24E+00,1.15E-03,18627,NULL,268,0.00017
1786711,2026/8/12 02:31,MW2017B07085,A23,NULL,6,                    ,A02137,3.22E+00,8.80E-04,18117,NULL,268,0.00097
1786710,2026/8/12 02:31,MW2045B57410,ANZ,NULL,18,NULL,A04674,3.24E+00,7.00E-04,18617,NULL,268,0.00023
1786709,2026/8/12 02:31,MW2045B57216,A25,NULL,8,                    ,A12445,3.24E+00,9.90E-04,18255,NULL,268,0.00024
1786708,2026/8/12 02:31,MW2017B07111,C21,NULL,21,NULL,A04674,3.21E+00,8.20E-04,18657,NULL,268,0.00094
1786707,2026/8/12 02:30,MW2045B57214,A25,NULL,8,                    ,A12445,3.24E+00,1.01E-03,18243,NULL,268,0.00041
1786706,2026/8/12 02:30,MW2017B07109,A21,NULL,4,NULL,A04674,3.21E+00,8.50E-04,18875,NULL,268,0.00057
1786705,2026/8/12 02:30,MW2045B57189,A25,NULL,8,                    ,A12445,3.24E+00,1.01E-03,18234,NULL,268,0.00064
1786704,2026/8/12 02:30,MW2045B55687,ANZ,NULL,18,NULL,A04674,3.24E+00,7.20E-04,18521,NULL,268,0.0004
1786703,2026/8/12 02:29,MW2045B55693,A26,NULL,9,                    ,A12445,3.24E+00,8.30E-04,18301,NULL,268,0.00008
1786702,2026/8/12 02:29,MW2045B55681,ANZ,NULL,18,NULL,A04674,3.24E+00,7.40E-04,18431,NULL,268,0.00085
1786701,2026/8/12 02:29,MW2045B55696,A26,NULL,9,                    ,A12445,3.24E+00,8.10E-04,18258,NULL,268,0.00026
1786700,2026/8/12 02:29,MW2045B55760,ANZ,NULL,18,NULL,A04674,3.24E+00,7.30E-04,18517,NULL,268,0.00087
1786699,2026/8/12 02:29,MW2045B55695,A26,NULL,9,                    ,A12445,3.24E+00,8.20E-04,18358,NULL,268,0.00021
1786698,2026/8/12 02:28,MW2045B55739,ANZ,NULL,18,NULL,A04674,3.24E+00,7.40E-04,18551,NULL,268,0.00031
1786697,2026/8/12 02:28,MW2045B55692,A26,NULL,9,                    ,A12445,3.24E+00,8.20E-04,18347,NULL,268,0.00055
1786696,2026/8/12 02:28,MW2045B55851,ANZ,NULL,18,NULL,A04674,3.24E+00,7.10E-04,18597,NULL,268,0.00079
1786695,2026/8/12 02:28,MW2045B55694,A25,NULL,8,                    ,A12445,3.24E+00,8.30E-04,18251,NULL,268,0.00098
1786694,2026/8/12 02:27,MW2017B07095,B23,NULL,13,NULL,A04674,3.22E+00,8.40E-04,18531,NULL,268,0.00075
1786693,2026/8/12 02:27,MW2045B57183,A26,NULL,9,                    ,A12445,3.24E+00,9.30E-04,18243,NULL,268,0.00095
1786692,2026/8/12 02:27,MW2045B55836,ANZ,NULL,18,NULL,A04674,3.24E+00,7.40E-04,18598,NULL,268,0.00008
1786691,2026/8/12 02:27,MW2045B57182,A26,NULL,9,                    ,A12445,3.24E+00,8.40E-04,18342,NULL,268,0.00049
1786690,2026/8/12 02:27,MW2045B57178,A26,NULL,9,NULL,A04674,3.24E+00,8.10E-04,18619,NULL,268,0.00066
1786689,2026/8/12 02:27,MW2045B57181,A25,NULL,8,                    ,A12445,3.24E+00,9.20E-04,18255,NULL,268,0.00065
1786688,2026/8/12 02:26,MW2045B57179,A26,NULL,9,NULL,A04674,3.24E+00,8.30E-04,18654,NULL,268,0.0004
1786687,2026/8/12 02:26,MW2045B57180,A26,NULL,9,                    ,A12445,3.24E+00,9.90E-04,18266,NULL,268,0.00015
1786686,2026/8/12 02:26,MW2045B57342,A25,NULL,8,                    ,A21544,3.24E+00,9.40E-04,18259,NULL,268,0.00016
1786685,2026/8/12 02:26,MW2045B57217,A25,NULL,8,NULL,A05434,3.24E+00,8.40E-04,18690,NULL,268,0.00006
1786684,2026/8/12 02:25,MW2045B57341,A25,NULL,8,                    ,A21544,3.24E+00,8.30E-04,18198,NULL,268,0.00045
1786683,2026/8/12 02:25,MW2045B57218,C25,NULL,25,NULL,A05434,3.24E+00,8.40E-04,18622,NULL,268,0.00068
1786682,2026/8/12 02:25,MW2045B57219,A25,NULL,8,NULL,A05434,3.24E+00,8.70E-04,18682,NULL,268,0.00015
1786681,2026/8/12 02:25,MW2045B57340,A25,NULL,8,                    ,A21544,3.24E+00,9.40E-04,18229,NULL,268,0.00066
1786680,2026/8/12 02:24,MW2045B57339,A25,NULL,8,                    ,A21544,3.24E+00,9.90E-04,18360,NULL,268,0.00078
1786679,2026/8/12 02:24,MW2045B57220,A25,NULL,8,NULL,A05434,3.24E+00,8.20E-04,18556,NULL,268,0.0005
1786678,2026/8/12 02:24,MW2045B57464,A26,NULL,9,                    ,A21544,3.24E+00,9.00E-04,18255,NULL,268,0.00062
1786677,2026/8/12 02:24,MW2045B41238,A25,NULL,8,NULL,A05434,3.24E+00,9.90E-04,18634,NULL,268,0.0005
1786676,2026/8/12 02:24,MW2045B57462,A26,NULL,9,                    ,A21544,3.24E+00,8.20E-04,18203,NULL,268,0.00044
1786675,2026/8/12 02:23,MW2045B57186,A25,NULL,8,NULL,A05434,3.24E+00,8.40E-04,18654,NULL,268,0.00033
1786674,2026/8/12 02:23,MW2045B55708,A26,NULL,9,                    ,A21544,3.24E+00,8.30E-04,18305,NULL,268,0.00092
1786673,2026/8/12 02:23,MW2045B57187,A25,NULL,8,NULL,A05434,3.24E+00,8.40E-04,18641,NULL,268,0.00068
1786672,2026/8/12 02:23,MW2045B55702,A26,NULL,9,                    ,A21544,3.24E+00,8.70E-04,18208,NULL,268,0.0007
1786671,2026/8/12 02:23,MW2045B57188,ANZ,NULL,18,NULL,A05434,3.24E+00,8.00E-04,18446,NULL,268,0.00021
1786670,2026/8/12 02:22,MW2016B04204,A22,NULL,5,                    ,A21544,3.23E+00,8.30E-04,18280,NULL,268,0.0005
1786669,2026/8/12 02:22,MW2045B55954,ANZ,NULL,18,NULL,A05434,3.24E+00,7.10E-04,18520,NULL,268,0.00022
1786668,2026/8/12 02:22,MW2017B09252,C23,NULL,23,                    ,A21544,3.22E+00,8.10E-04,18451,NULL,268,0.00087
1786667,2026/8/12 02:22,MW2045B57161,A25,NULL,8,NULL,A05434,3.24E+00,8.40E-04,18608,NULL,268,0.00073
1786666,2026/8/12 02:22,MW2017B09222,C23,NULL,23,                    ,A21544,3.22E+00,8.50E-04,18378,NULL,268,0.00093
1786665,2026/8/12 02:21,MW2045B57162,ANZ,NULL,18,NULL,A05434,3.24E+00,8.00E-04,18396,NULL,268,0.00081
1786664,2026/8/12 02:21,MW2017B09217,ANZ,NULL,18,                    ,A21544,3.21E+00,7.90E-04,18513,NULL,268,0.00066
1786663,2026/8/12 02:21,MW2045B57163,A25,NULL,8,NULL,A05434,3.24E+00,8.30E-04,18524,NULL,268,0.00096
1786662,2026/8/12 02:18,MW2045B55849,A26,NULL,9,                    ,A23909,3.24E+00,8.20E-04,18330,NULL,268,0.00065
